Date created,Offer SKU,Type,Quantity,Amount
22/01/2025 - 09:27:30,0005310300,Order amount,1,26.99
22/01/2025 - 09:30:35,0005384600,Order amount,1,29.99
22/01/2025 - 09:32:28,0005269600,Order amount,1,49.99
22/01/2025 - 09:34:15,0005166809,Order amount,1,149.60
22/01/2025 - 09:36:46,0005346900,Order amount,1,49.59
22/01/2025 - 09:42:28,0004786700,Order amount,1,27.19
22/01/2025 - 10:02:33,0004933700,Order amount refund,1,-26.99
22/01/2025 - 10:02:46,0005310300,Order amount,1,26.99
22/01/2025 - 10:07:28,0005308700,Order amount refund,1,-39.99
22/01/2025 - 10:07:28,0005384100,Order amount refund,1,-29.99
22/01/2025 - 10:07:28,0005296800,Order amount refund,1,-31.19
22/01/2025 - 10:07:28,0005326000,Order amount refund,1,-39.99
22/01/2025 - 10:07:28,0005383300,Order amount refund,1,-39.99
22/01/2025 - 10:14:03,0005204700,Order amount refund,1,-24.47
22/01/2025 - 10:14:03,0005203800,Order amount refund,1,-24.47
22/01/2025 - 10:14:03,0004932900,Order amount refund,1,-24.29
22/01/2025 - 10:20:00,0005294500,Order amount,1,52.79
22/01/2025 - 10:20:09,0005170100,Order amount,1,35.99
22/01/2025 - 10:20:09,0004507700,Order amount,1,29.99
22/01/2025 - 10:20:12,0005292600,Order amount refund,1,-31.19
22/01/2025 - 10:20:12,0005310300,Order amount refund,1,-26.99
22/01/2025 - 10:23:00,0004288700,Order amount,1,19.19
22/01/2025 - 10:24:37,0003753400,Order amount refund,1,-35.99
22/01/2025 - 10:24:37,0003753900,Order amount refund,1,-35.99
22/01/2025 - 10:24:37,0005297600,Order amount refund,1,-28.07
22/01/2025 - 10:25:03,0004300400,Order amount,1,27.19
22/01/2025 - 10:31:37,0005203500,Order amount refund,1,-27.19
22/01/2025 - 10:31:37,0005310300,Order amount refund,1,-26.99
22/01/2025 - 10:31:37,0005204400,Order amount refund,1,-27.19
22/01/2025 - 10:31:37,0004927900,Order amount refund,1,-55.99
22/01/2025 - 10:31:37,0005202600,Order amount refund,1,-27.19
22/01/2025 - 10:31:37,0005292100,Order amount refund,1,-35.99
22/01/2025 - 10:41:03,0005384800,Order amount refund,1,-29.99
22/01/2025 - 10:55:06,0004507200,Order amount refund,1,-34.99
22/01/2025 - 10:58:46,0005269500,Order amount refund,1,-49.99
22/01/2025 - 11:02:43,0005346900,Order amount refund,1,-49.59
22/01/2025 - 11:05:12,0005297400,Order amount refund,1,-33.14
22/01/2025 - 11:07:38,0005270100,Order amount refund,1,-49.99
22/01/2025 - 11:10:32,0005292600,Order amount refund,1,-31.19
22/01/2025 - 11:12:49,0004036400,Order amount refund,1,-26.34
22/01/2025 - 11:14:49,0005308700,Order amount refund,1,-39.99
22/01/2025 - 11:17:00,0005203500,Order amount,1,27.19
22/01/2025 - 11:17:08,0005269500,Order amount refund,1,-44.99
22/01/2025 - 11:19:03,0005346900,Order amount refund,1,-49.59
22/01/2025 - 11:20:57,0004931700,Order amount,1,51.19
22/01/2025 - 11:26:11,0005293700,Order amount refund,1,-70.39
22/01/2025 - 11:28:12,0005293000,Order amount refund,1,-31.19
22/01/2025 - 11:30:10,0005309300,Order amount,1,33.99
22/01/2025 - 11:30:26,0005269900,Order amount refund,1,-44.99
22/01/2025 - 11:34:14,0005292600,Order amount refund,1,-31.19
22/01/2025 - 11:34:14,0005296800,Order amount refund,1,-31.19
22/01/2025 - 11:34:14,0005326000,Order amount refund,1,-39.99
22/01/2025 - 11:37:18,0004930200,Order amount refund,1,-35.99
22/01/2025 - 11:41:06,0003886005,Order amount refund,1,-98.44
22/01/2025 - 11:43:08,0004622908,Order amount refund,1,-87.72
22/01/2025 - 11:46:14,0004555300,Order amount refund,1,-31.19
22/01/2025 - 11:46:46,0001367806,Order amount refund,1,-149.60
22/01/2025 - 11:47:04,0004933000,Order amount,1,26.99
22/01/2025 - 11:48:26,0005203500,Order amount refund,1,-27.19
22/01/2025 - 11:50:26,0005308700,Order amount refund,1,-35.99
22/01/2025 - 11:56:15,0005292600,Order amount,1,31.19
22/01/2025 - 11:59:51,0005309500,Order amount refund,1,-39.99
22/01/2025 - 11:59:51,0005308700,Order amount refund,1,-39.99
22/01/2025 - 11:59:51,0005326300,Order amount refund,1,-39.99
22/01/2025 - 12:02:49,0005308100,Order amount refund,1,-46.74
22/01/2025 - 12:04:52,0004988800,Order amount refund,1,-53.59
22/01/2025 - 12:09:36,0005308800,Order amount refund,1,-39.99
22/01/2025 - 12:12:16,0005308700,Order amount refund,1,-39.99
22/01/2025 - 12:14:30,0005292600,Order amount refund,1,-31.19
22/01/2025 - 12:16:22,0004530400,Order amount refund,1,-18.99
22/01/2025 - 12:18:42,0005202600,Order amount refund,1,-27.19
22/01/2025 - 12:20:44,0005204400,Order amount,1,27.19
22/01/2025 - 12:20:48,0005292400,Order amount refund,1,-33.14
22/01/2025 - 12:20:53,0004932200,Order amount,1,51.19
22/01/2025 - 12:24:00,0004197700,Order amount refund,1,-27.99
22/01/2025 - 12:24:03,0005389005,Order amount,1,143.20
22/01/2025 - 12:26:06,0004934000,Order amount refund,1,-37.39
22/01/2025 - 12:29:05,0005190105,Order amount refund,1,-84.84
22/01/2025 - 12:30:52,0005190102,Order amount refund,1,-76.36
22/01/2025 - 12:34:34,0003544100,Order amount,1,27.19
22/01/2025 - 12:40:44,0005384900,Order amount,1,29.99
22/01/2025 - 12:52:28,0004507200,Order amount,1,31.49
22/01/2025 - 12:58:10,0004931100,Order amount refund,1,-39.99
22/01/2025 - 12:59:28,0005169900,Order amount,1,35.99
22/01/2025 - 12:59:28,0004530100,Order amount,1,35.99
22/01/2025 - 13:00:24,0004413200,Order amount refund,1,-22.95
22/01/2025 - 13:03:13,0005206100,Order amount refund,1,-27.19
22/01/2025 - 13:05:49,0005205200,Order amount refund,1,-27.19
22/01/2025 - 13:08:28,0005203800,Order amount refund,1,-27.19
22/01/2025 - 13:10:53,0004508400,Order amount refund,1,-29.99
22/01/2025 - 13:19:54,0005299004,Order amount refund,1,-89.12
22/01/2025 - 13:28:55,0004927700,Order amount,1,55.99
22/01/2025 - 13:34:44,0005383300,Order amount,1,39.99
22/01/2025 - 13:36:00,0004718303,Order amount,1,80.92
22/01/2025 - 13:36:00,0004348405,Order amount,1,114.92
22/01/2025 - 13:37:08,0004786700,Order amount,1,27.19
22/01/2025 - 13:37:08,0005383300,Order amount,1,39.99
22/01/2025 - 13:37:08,0005289900,Order amount,1,11.99
22/01/2025 - 13:37:08,0005206100,Order amount,1,27.19
22/01/2025 - 13:41:40,0005308700,Order amount,1,39.99
22/01/2025 - 13:43:41,0005310300,Order amount,1,26.99
22/01/2025 - 13:44:17,0004933900,Order amount refund,1,-31.67
22/01/2025 - 13:46:27,0004793000,Order amount refund,1,-30.59
22/01/2025 - 13:48:47,0005310300,Order amount refund,1,-26.99
22/01/2025 - 13:49:15,0005293900,Order amount,1,67.19
22/01/2025 - 13:50:58,0004931900,Order amount refund,1,-54.39
22/01/2025 - 13:53:47,0004928300,Order amount refund,1,-49.59
22/01/2025 - 13:56:55,0005294500,Order amount refund,1,-52.79
22/01/2025 - 13:57:06,0004930300,Order amount,1,32.39
22/01/2025 - 13:59:20,0005309500,Order amount refund,1,-39.99
22/01/2025 - 14:01:20,0005292100,Order amount refund,1,-35.99
22/01/2025 - 14:03:41,0004927800,Order amount refund,1,-55.99
22/01/2025 - 14:06:00,0005295400,Order amount refund,1,-61.59
22/01/2025 - 14:09:02,0005057300,Order amount refund,1,-27.19
22/01/2025 - 14:10:48,0005384100,Order amount,1,29.99
22/01/2025 - 14:11:16,0004932900,Order amount,1,26.99
22/01/2025 - 14:11:58,0005292100,Order amount refund,1,-32.39
22/01/2025 - 14:14:51,0005269800,Order amount refund,1,-49.99
22/01/2025 - 14:17:22,0004928500,Order amount refund,1,-52.69
22/01/2025 - 14:19:38,0004508600,Order amount refund,1,-29.99
22/01/2025 - 14:22:07,0003907800,Order amount refund,1,-29.99
22/01/2025 - 14:24:33,0004929400,Order amount refund,1,-58.39
22/01/2025 - 14:26:52,0005292400,Order amount refund,1,-31.19
22/01/2025 - 14:28:16,0001464903,Order amount,1,89.60
22/01/2025 - 14:28:27,0005390207,Order amount,1,159.20
22/01/2025 - 14:30:43,0004857706,Order amount refund,1,-142.91
22/01/2025 - 14:35:51,0005310300,Order amount,1,26.99
22/01/2025 - 14:38:13,0004470300,Order amount,1,106.24
22/01/2025 - 14:44:45,0004932900,Order amount refund,1,-28.68
22/01/2025 - 14:52:13,0005326600,Order amount,1,39.99
22/01/2025 - 14:53:04,0005289900,Order amount,1,11.99
22/01/2025 - 14:54:56,0005372810,Order amount refund,1,-67.99
22/01/2025 - 14:57:48,0005309300,Order amount,1,39.99
22/01/2025 - 15:01:12,0005295100,Order amount refund,1,-70.39
22/01/2025 - 15:04:41,0005270200,Order amount refund,1,-49.99
22/01/2025 - 15:04:41,0004129500,Order amount refund,1,-59.99
22/01/2025 - 15:04:54,0001323600,Order amount,1,59.99
22/01/2025 - 15:07:44,0005362304,Order amount refund,1,-47.99
22/01/2025 - 15:12:38,0005385900,Order amount refund,1,-45.59
22/01/2025 - 15:21:40,0005289100,Order amount refund,1,-12.74
22/01/2025 - 15:23:35,0005384700,Order amount,1,29.99
22/01/2025 - 15:24:48,0004094300,Order amount,1,34.98
22/01/2025 - 15:33:16,0003214200,Order amount,1,47.20
22/01/2025 - 15:33:34,0004615100,Order amount,1,23.99
22/01/2025 - 15:34:14,0004187403,Order amount refund,1,-98.44
22/01/2025 - 15:41:38,0004933000,Order amount,1,26.99
22/01/2025 - 15:42:18,0004927900,Order amount,1,50.39
22/01/2025 - 15:44:48,0004933000,Order amount,1,26.99
22/01/2025 - 15:47:15,0004930300,Order amount,1,35.99
22/01/2025 - 15:48:55,0005056300,Order amount refund,1,-80.63
22/01/2025 - 15:51:46,0004130100,Order amount refund,1,-47.19
22/01/2025 - 15:54:25,0004529000,Order amount refund,1,-38.39
22/01/2025 - 15:57:22,0005294300,Order amount refund,1,-70.39
22/01/2025 - 15:57:39,0005204400,Order amount,2,54.38
22/01/2025 - 15:57:39,0005292400,Order amount,1,31.19
22/01/2025 - 16:00:03,0005049100,Order amount refund,1,-39.96
22/01/2025 - 16:00:17,0005326100,Order amount,1,39.99
22/01/2025 - 16:02:07,0004933000,Order amount refund,1,-24.29
22/01/2025 - 16:06:35,0005203500,Order amount,1,27.19
22/01/2025 - 16:07:14,0004929200,Order amount refund,1,-51.83
22/01/2025 - 16:09:29,0004934000,Order amount refund,1,-35.19
22/01/2025 - 16:11:36,0005204400,Order amount refund,1,-27.19
22/01/2025 - 16:13:51,0004505500,Order amount refund,1,-27.19
22/01/2025 - 16:15:51,0005384600,Order amount refund,1,-29.99
22/01/2025 - 16:16:36,0004555300,Order amount,2,62.38
22/01/2025 - 16:18:11,0005346900,Order amount refund,1,-49.59
22/01/2025 - 16:20:37,0005384600,Order amount refund,1,-29.99
22/01/2025 - 16:22:15,0005310300,Order amount,1,24.29
22/01/2025 - 16:24:20,0005270000,Order amount refund,1,-49.99
22/01/2025 - 16:26:40,0005049100,Order amount refund,1,-39.96
22/01/2025 - 16:32:54,0005198903,Order amount,1,149.60
22/01/2025 - 16:34:16,0004509000,Order amount refund,1,-29.99
22/01/2025 - 16:36:11,0005292100,Order amount,1,35.99
22/01/2025 - 16:36:24,0005385000,Order amount refund,1,-29.99
22/01/2025 - 16:38:34,0005293000,Order amount refund,1,-31.19
22/01/2025 - 16:42:22,0004715902,Order amount refund,1,-83.99
22/01/2025 - 16:47:56,0005384800,Order amount refund,1,-29.99
22/01/2025 - 16:48:54,0005308800,Order amount,1,39.99
22/01/2025 - 16:50:11,0005383300,Order amount refund,1,-35.99
22/01/2025 - 16:52:15,0004871400,Order amount refund,1,-34.99
22/01/2025 - 16:59:21,0005068300,Order amount refund,1,-27.19
22/01/2025 - 17:03:06,0004129800,Order amount refund,1,-47.59
22/01/2025 - 17:07:26,0005326300,Order amount refund,1,-39.99
22/01/2025 - 17:07:26,0005269500,Order amount refund,1,-49.99
22/01/2025 - 17:07:26,0005383300,Order amount refund,1,-39.99
22/01/2025 - 17:12:29,0004787300,Order amount,1,27.19
22/01/2025 - 17:12:54,0004438100,Order amount,1,24.99
22/01/2025 - 17:16:56,0005296400,Order amount,1,61.59
22/01/2025 - 17:24:20,0004926100,Order amount refund,1,-44.63
22/01/2025 - 17:24:20,0004932600,Order amount refund,1,-59.75
22/01/2025 - 17:24:20,0004509200,Order amount refund,3,-80.97
22/01/2025 - 17:24:20,0004928900,Order amount refund,1,-51.84
22/01/2025 - 17:27:38,0004930200,Order amount,1,35.99
22/01/2025 - 17:28:14,0004787000,Order amount,1,27.19
22/01/2025 - 17:35:23,0004786700,Order amount,1,27.19
22/01/2025 - 17:41:47,0005213905,Order amount,1,138.39
22/01/2025 - 17:43:36,0001440904,Order amount,1,98.44
22/01/2025 - 17:50:17,0001870607,Order amount,1,104.99
22/01/2025 - 17:51:58,0004933800,Order amount refund,1,-26.99
22/01/2025 - 17:54:16,0005294500,Order amount refund,1,-52.79
22/01/2025 - 17:58:32,0004467504,Order amount refund,1,-59.99
22/01/2025 - 18:06:25,0003418806,Order amount,1,159.20
22/01/2025 - 18:09:51,0004928300,Order amount,1,49.59
22/01/2025 - 18:13:30,0005050500,Order amount,1,32.40
22/01/2025 - 18:17:01,0004555300,Order amount,1,31.19
22/01/2025 - 18:22:56,0005308700,Order amount,1,33.99
22/01/2025 - 18:31:53,0005383700,Order amount,3,89.97
22/01/2025 - 18:36:40,0005203600,Order amount,1,27.19
22/01/2025 - 18:37:46,0005310300,Order amount,1,26.99
22/01/2025 - 18:47:49,0005068100,Order amount,1,44.79
22/01/2025 - 18:58:02,0005204400,Order amount,1,27.19
22/01/2025 - 19:05:43,0005292600,Order amount,1,31.19
22/01/2025 - 19:06:21,0001464906,Order amount,1,89.60
22/01/2025 - 19:11:42,0005289100,Order amount,1,11.99
22/01/2025 - 19:13:06,0004507200,Order amount,1,31.49
22/01/2025 - 19:14:37,0004929000,Order amount,1,57.59
22/01/2025 - 19:15:26,0004555500,Order amount,1,31.19
22/01/2025 - 19:15:38,0005204500,Order amount,1,27.19
22/01/2025 - 19:16:58,0004930300,Order amount,1,32.39
22/01/2025 - 19:18:18,0005288900,Order amount,1,11.99
22/01/2025 - 19:27:03,0004804000,Order amount,1,31.19
22/01/2025 - 19:28:52,0004929400,Order amount,1,58.39
22/01/2025 - 19:34:07,0005383700,Order amount,1,29.99
22/01/2025 - 19:34:07,0005326500,Order amount,1,39.99
22/01/2025 - 19:45:40,0004930200,Order amount,1,35.99
22/01/2025 - 19:56:16,0005308800,Order amount,1,39.99
22/01/2025 - 20:04:41,0004888104,Order amount,1,114.59
22/01/2025 - 20:05:29,0004597800,Order amount,1,56.00
22/01/2025 - 20:09:53,0004932900,Order amount,1,26.99
22/01/2025 - 20:27:58,0005310300,Order amount,1,26.99
22/01/2025 - 20:28:45,0004787300,Order amount,1,27.19
22/01/2025 - 20:30:53,0005384600,Order amount,1,29.99
22/01/2025 - 20:36:18,0004525100,Order amount,1,27.19
22/01/2025 - 20:39:47,0004930300,Order amount,1,35.99
22/01/2025 - 20:49:11,0005384100,Order amount,1,29.99
22/01/2025 - 20:52:24,0004505500,Order amount,1,27.19
22/01/2025 - 20:55:03,0005384600,Order amount,1,26.99
22/01/2025 - 20:59:39,0005050800,Order amount,1,20.15
22/01/2025 - 21:02:06,0004930200,Order amount,1,35.99
22/01/2025 - 21:09:31,0004530400,Order amount,1,18.99
22/01/2025 - 21:13:27,0004518505,Order amount,1,79.20
22/01/2025 - 21:19:57,0005384600,Order amount,1,29.99
22/01/2025 - 21:21:14,0005385000,Order amount,1,29.99
22/01/2025 - 21:32:16,0004933000,Order amount,1,26.99
22/01/2025 - 21:41:34,0005202700,Order amount,1,27.19
22/01/2025 - 21:41:34,0004925800,Order amount,1,62.39
22/01/2025 - 21:41:34,0004926000,Order amount,1,62.39
22/01/2025 - 21:41:34,0005346900,Order amount,1,49.59
22/01/2025 - 21:41:34,0004990900,Order amount,1,52.79
22/01/2025 - 21:41:34,0004927900,Order amount,1,55.99
22/01/2025 - 21:44:25,0005326200,Order amount,1,39.99
22/01/2025 - 21:53:44,0004932200,Order amount,1,51.19
22/01/2025 - 21:56:27,0005068100,Order amount,2,89.58
22/01/2025 - 22:07:49,0004926200,Order amount,1,44.63
22/01/2025 - 22:07:49,0005288900,Order amount,1,10.79
22/01/2025 - 22:16:21,0005079304,Order amount,1,103.20
22/01/2025 - 22:30:44,0004050600,Order amount,1,27.19
22/01/2025 - 22:31:58,0005295400,Order amount,1,61.59
22/01/2025 - 22:32:53,0005383300,Order amount,1,39.99
22/01/2025 - 22:34:35,0004132400,Order amount,1,43.99
22/01/2025 - 22:51:10,0005300604,Order amount,1,169.00
22/01/2025 - 22:51:20,0001840604,Order amount,1,83.99
22/01/2025 - 22:53:38,0005292100,Order amount,1,32.39
22/01/2025 - 22:54:53,0005050400,Order amount,1,36.00
22/01/2025 - 22:58:55,0005204200,Order amount,1,27.19
22/01/2025 - 22:58:55,0005292500,Order amount,1,31.19
22/01/2025 - 23:06:47,0003859000,Order amount,1,35.99
22/01/2025 - 23:07:43,0004929400,Order amount,1,58.39
22/01/2025 - 23:07:43,0005269900,Order amount,1,49.99
22/01/2025 - 23:07:43,0004932600,Order amount,1,66.39
22/01/2025 - 23:18:00,0001863405,Order amount,1,89.60
22/01/2025 - 23:43:46,0005288800,Order amount,1,11.99
23/01/2025 - 00:20:30,0005384600,Order amount,1,29.99
23/01/2025 - 00:35:28,0005345400,Order amount,1,27.50
23/01/2025 - 00:36:08,0005345300,Order amount,3,82.50
23/01/2025 - 00:38:02,0005345500,Order amount,1,27.50
23/01/2025 - 00:42:32,0003851300,Order amount,1,12.00
23/01/2025 - 00:42:53,0003851300,Order amount,1,12.00
23/01/2025 - 00:55:16,0000777303,Order amount,1,139.50
23/01/2025 - 01:05:38,0005345100,Order amount,1,24.50
23/01/2025 - 01:09:14,0005068300,Order amount,1,30.59
23/01/2025 - 01:31:18,0003851400,Order amount,1,12.00
23/01/2025 - 01:31:18,0003851000,Order amount,1,7.00
23/01/2025 - 01:41:37,0005077800,Order amount,1,5.99
23/01/2025 - 02:06:49,0003191106,Order amount,1,20.25
23/01/2025 - 02:10:12,0004848106,Order amount,1,17.90
23/01/2025 - 02:18:22,0005346000,Order amount,1,31.50
23/01/2025 - 02:22:49,0004597300,Order amount,1,8.00
23/01/2025 - 02:22:49,0004597100,Order amount,1,8.00
23/01/2025 - 02:22:49,0004597000,Order amount,1,8.00
23/01/2025 - 02:22:49,0005296000,Order amount,1,15.90
23/01/2025 - 02:29:52,0003776706,Order amount,1,18.90
23/01/2025 - 02:33:24,0000768905,Order amount,1,99.99
23/01/2025 - 02:33:24,0003758805,Order amount,1,99.99
23/01/2025 - 02:33:24,0000768903,Order amount,1,99.99
23/01/2025 - 02:33:24,0000772504,Order amount,1,99.99
23/01/2025 - 02:33:24,0004882101,Order amount,1,19.90
23/01/2025 - 02:33:24,0004882107,Order amount,1,21.90
23/01/2025 - 02:33:24,0000773704,Order amount,1,139.50
23/01/2025 - 02:33:24,0000773702,Order amount,1,139.50
23/01/2025 - 02:33:24,0000777304,Order amount,1,139.50
23/01/2025 - 02:33:24,0000777305,Order amount,1,139.50
23/01/2025 - 02:33:24,0000777302,Order amount,1,139.50
23/01/2025 - 02:33:24,0000777306,Order amount,1,139.50
23/01/2025 - 02:33:24,0000768904,Order amount,1,99.99
23/01/2025 - 02:44:37,0005073000,Order amount,1,6.00
23/01/2025 - 02:44:37,0005077800,Order amount,1,5.99
23/01/2025 - 02:45:36,0003191109,Order amount,1,28.50
23/01/2025 - 02:45:36,0003191107,Order amount,1,24.50
23/01/2025 - 02:45:36,0003191108,Order amount,1,26.50
23/01/2025 - 02:53:51,0004597000,Order amount,1,8.00
23/01/2025 - 02:56:55,0004596200,Order amount,1,3.60
23/01/2025 - 02:57:04,0000770103,Order amount,1,99.99
23/01/2025 - 02:57:04,0005138802,Order amount,1,19.90
23/01/2025 - 02:57:04,0004882103,Order amount,1,19.90
23/01/2025 - 02:57:04,0000774903,Order amount,1,139.50
23/01/2025 - 03:11:40,0004597000,Order amount,1,7.21
23/01/2025 - 03:14:34,0004597000,Order amount,2,16.00
23/01/2025 - 03:14:34,0004597200,Order amount,1,8.00
23/01/2025 - 03:29:53,0005073000,Order amount,1,6.00
23/01/2025 - 03:47:06,0003851900,Order amount,1,16.00
23/01/2025 - 04:21:01,0004597100,Order amount,1,8.00
23/01/2025 - 04:39:50,0005296000,Order amount,1,15.90
23/01/2025 - 06:28:20,0005309500,Order amount,1,49.99
23/01/2025 - 06:51:40,0005292500,Order amount,1,38.99
23/01/2025 - 07:55:15,0005384600,Order amount refund,1,-29.99
23/01/2025 - 08:12:41,0005077800,Order amount refund,1,-5.99
23/01/2025 - 08:13:21,0005073000,Order amount refund,1,-6.00
23/01/2025 - 08:13:22,0005077800,Order amount refund,1,-5.99
23/01/2025 - 08:14:09,0005345400,Order amount refund,1,-27.50
23/01/2025 - 08:14:35,0005345300,Order amount refund,3,-82.50
23/01/2025 - 08:15:24,0005345500,Order amount refund,1,-27.50
23/01/2025 - 08:17:33,0003191109,Order amount refund,1,-28.50
23/01/2025 - 08:17:33,0003191107,Order amount refund,1,-24.50
23/01/2025 - 08:17:34,0003191108,Order amount refund,1,-26.50
23/01/2025 - 08:18:14,0003851900,Order amount refund,1,-16.00
23/01/2025 - 08:20:03,0003851300,Order amount refund,1,-12.00
23/01/2025 - 08:20:45,0003851300,Order amount refund,1,-12.00
23/01/2025 - 08:22:19,0000770103,Order amount refund,1,-99.99
23/01/2025 - 08:22:20,0005138802,Order amount refund,1,-19.90
23/01/2025 - 08:22:20,0004882103,Order amount refund,1,-19.90
23/01/2025 - 08:22:21,0000774903,Order amount refund,1,-139.50
23/01/2025 - 08:26:24,0005384600,Order amount,1,37.49
23/01/2025 - 08:28:53,0004597000,Order amount refund,1,-8.00
23/01/2025 - 08:31:40,0004596200,Order amount refund,1,-3.60
23/01/2025 - 08:32:18,0000777303,Order amount refund,1,-139.50
23/01/2025 - 08:44:30,0005345100,Order amount refund,1,-24.50
23/01/2025 - 08:45:49,0003191106,Order amount refund,1,-20.25
23/01/2025 - 08:46:11,0005068300,Order amount refund,1,-30.59
23/01/2025 - 08:47:05,0004597000,Order amount refund,1,-7.21
23/01/2025 - 08:48:23,0004848106,Order amount refund,1,-17.90
23/01/2025 - 08:49:05,0004597000,Order amount refund,2,-16.00
23/01/2025 - 08:49:05,0004597200,Order amount refund,1,-8.00
23/01/2025 - 08:52:19,0004597100,Order amount refund,1,-8.00
23/01/2025 - 08:53:40,0005346000,Order amount refund,1,-31.50
23/01/2025 - 08:54:21,0000768905,Order amount refund,1,-99.99
23/01/2025 - 08:54:22,0003758805,Order amount refund,1,-99.99
23/01/2025 - 08:54:22,0000768903,Order amount refund,1,-99.99
23/01/2025 - 08:54:22,0000772504,Order amount refund,1,-99.99
23/01/2025 - 08:54:22,0004882101,Order amount refund,1,-19.90
23/01/2025 - 08:54:22,0004882107,Order amount refund,1,-21.90
23/01/2025 - 08:54:23,0000773704,Order amount refund,1,-139.50
23/01/2025 - 08:54:23,0000773702,Order amount refund,1,-139.50
23/01/2025 - 08:54:23,0000777304,Order amount refund,1,-139.50
23/01/2025 - 08:54:23,0000777305,Order amount refund,1,-139.50
23/01/2025 - 08:54:24,0000777302,Order amount refund,1,-139.50
23/01/2025 - 08:54:24,0000777306,Order amount refund,1,-139.50
23/01/2025 - 08:54:24,0000768904,Order amount refund,1,-99.99
23/01/2025 - 08:55:35,0004597300,Order amount refund,1,-8.00
23/01/2025 - 08:55:36,0004597100,Order amount refund,1,-8.00
23/01/2025 - 08:55:36,0005296000,Order amount refund,1,-15.90
23/01/2025 - 08:55:36,0004597000,Order amount refund,1,-8.00
23/01/2025 - 08:58:54,0005310300,Order amount,1,33.74
23/01/2025 - 08:58:54,0005288800,Order amount,1,14.99
23/01/2025 - 09:02:04,0003851400,Order amount refund,1,-12.00
23/01/2025 - 09:02:04,0003851000,Order amount refund,1,-7.00
23/01/2025 - 09:02:08,0005073000,Order amount refund,1,-6.00
23/01/2025 - 09:02:08,0003776706,Order amount refund,1,-18.90
23/01/2025 - 09:04:58,0005296000,Order amount refund,1,-15.90
23/01/2025 - 09:13:01,0005384600,Order amount,1,37.49
23/01/2025 - 09:13:44,0005384600,Order amount,1,37.49
23/01/2025 - 09:19:27,0004930200,Order amount,1,44.99
23/01/2025 - 09:33:56,0005310300,Order amount,1,33.74
23/01/2025 - 09:46:07,0004508600,Order amount,1,37.49
23/01/2025 - 10:04:24,0004861306,Order amount refund,1,-148.59
23/01/2025 - 10:04:24,0004170106,Order amount refund,1,-148.59
23/01/2025 - 10:06:38,0004934000,Order amount,1,43.99
23/01/2025 - 10:06:44,0005317001,Order amount refund,1,-84.80
23/01/2025 - 10:09:07,0004937506,Order amount refund,1,-139.20
23/01/2025 - 10:11:20,0005190107,Order amount refund,1,-100.99
23/01/2025 - 10:13:25,0005175205,Order amount refund,1,-124.55
23/01/2025 - 10:15:19,0001463703,Order amount refund,1,-89.60
23/01/2025 - 10:17:27,0004975004,Order amount refund,1,-160.51
23/01/2025 - 10:19:43,0001366402,Order amount refund,1,-149.60
23/01/2025 - 10:22:01,0005254605,Order amount refund,1,-198.74
23/01/2025 - 10:24:17,0002516305,Order amount refund,1,-143.20
23/01/2025 - 10:26:16,0005190105,Order amount refund,1,-84.84
23/01/2025 - 10:28:00,0005293700,Order amount,1,87.99
23/01/2025 - 10:28:26,0005297804,Order amount refund,1,-84.99
23/01/2025 - 10:30:50,0001456504,Order amount refund,1,-124.00
23/01/2025 - 10:32:58,0001838206,Order amount refund,1,-83.99
23/01/2025 - 10:36:55,0005194904,Order amount refund,1,-99.02
23/01/2025 - 10:38:45,0005317003,Order amount refund,1,-95.40
23/01/2025 - 10:40:36,0004348408,Order amount refund,1,-160.65
23/01/2025 - 10:42:36,0001437304,Order amount refund,1,-116.14
23/01/2025 - 10:46:58,0004936003,Order amount refund,1,-139.20
23/01/2025 - 10:51:07,0001369203,Order amount refund,1,-149.60
23/01/2025 - 10:54:27,0005253406,Order amount refund,1,-178.34
23/01/2025 - 10:59:02,0004170103,Order amount refund,1,-148.59
23/01/2025 - 10:59:02,0004270203,Order amount refund,1,-148.59
23/01/2025 - 10:59:02,0004949503,Order amount refund,1,-158.79
23/01/2025 - 10:59:02,0001463703,Order amount refund,1,-89.60
23/01/2025 - 11:00:38,0001883804,Order amount,1,104.99
23/01/2025 - 11:10:35,0001910205,Order amount refund,1,-143.20
23/01/2025 - 11:34:04,0005354005,Order amount refund,1,-129.60
23/01/2025 - 11:37:31,0004555300,Order amount refund,1,-31.19
23/01/2025 - 11:39:54,0005300500,Order amount refund,1,-70.39
23/01/2025 - 11:41:57,0005293000,Order amount refund,1,-31.19
23/01/2025 - 11:44:23,0004930300,Order amount refund,1,-35.99
23/01/2025 - 11:46:49,0005310300,Order amount refund,1,-26.99
23/01/2025 - 11:49:31,0004954902,Order amount refund,1,-42.39
23/01/2025 - 11:52:21,0004507200,Order amount refund,1,-34.99
23/01/2025 - 11:55:59,0003935300,Order amount refund,1,-32.39
23/01/2025 - 11:55:59,0003935000,Order amount refund,1,-28.07
23/01/2025 - 11:55:59,0004300400,Order amount refund,1,-24.47
23/01/2025 - 12:00:05,0005170100,Order amount refund,1,-35.99
23/01/2025 - 12:02:11,0005292400,Order amount refund,1,-29.83
23/01/2025 - 12:04:18,0004555300,Order amount refund,1,-28.07
23/01/2025 - 12:06:25,0004786700,Order amount refund,1,-27.19
